PuzzleId,FEN,Moves,Rating,Themes
8BWSL,r4r2/3nq1pk/3b4/p2Q4/3Pp1P1/P3P3/1P1B1PP1/2K4R b - - 1 21,h7g6 d5h5 g6f6 h5f5,1314,mate mateIn2 middlegame short
bBXpI,2rq1r2/1b2npk1/p2pp1p1/1pn5/4P2P/P1NB1PN1/1PPQ2P1/2KR3R w - - 0 16,c3a2 c5b3 c1b1 b3d2,1315,crushing middlegame pin queensideAttack short
8X17r,r1bq3r/pppp2pp/1bn3k1/4p1N1/4P1Q1/2P5/PP3PPP/RNB1K2R b KQ - 0 10,d7d6 g5e6 g6f7 e6d8,1318,advantage discoveredAttack discoveredCheck middlegame short
etvCZ,8/8/4p1k1/p2pP3/1r1P1P1R/1P6/K7/8 b - - 4 46,b4d4 f4f5 g6f5 h4d4,1319,crushing discoveredAttack endgame rookEndgame short
y5DEU,r4r1k/2R3Rp/3p1np1/P4p2/5P2/6K1/2B2P1P/8 w - - 3 36,c7a7 f6h5 g3h4 h5g7,1320,advantage endgame fork short
iI1o9,5k2/5pp1/n2Pp2p/4Pn2/8/5P2/1r1N1BKP/3R4 w - - 1 36,d2e4 f5e3 g2g3 e3d1,1321,advantage endgame pin short
HZSe6,2r2k2/8/pq4r1/3Q4/1p3ppP/2P5/PP6/4RR1K b - - 4 30,f4f3 d5f5 b6f6 f5c8,1321,advantage endgame fork master short
ChPlh,r5r1/p1q2p1k/2p1pRbp/3pP3/3P2Q1/2P4R/PP4PP/6K1 b - - 6 22,c7e7 h3h6 h7h6 g4h4 h6g7 f6g6 g7g6 h4e7,1322,attraction crushing discoveredAttack middlegame sacrifice veryLong
9P2JJ,3B1rk1/1p3ppp/4p3/8/6q1/1QP5/PP2nPKP/R4R2 w - - 1 22,g2h1 g4f3,1323,master mate mateIn1 middlegame oneMove
DGmyS,6k1/7p/2Rp3r/p4pp1/1bN4N/PP4PK/4r3/R7 w - - 0 31,a3b4 g5g4,1325,endgame mate mateIn1 oneMove pin
DwRJq,8/4qp2/2p2k2/3p2Rp/3P1P1p/2R4K/5P2/8 b - - 3 42,e7e4 c3c6 f6e7 g5e5 e7d7 e5e4,1326,crushing endgame exposedKing fork long master masterVsMaster queenRookEndgame
Ysali,r1b2rk1/ppp2ppp/3p4/4P1B1/6n1/2qB1Q2/P1P2PPP/R3R1K1 b - - 0 13,g4e5 d3h7 g8h7 f3c3,1327,crushing discoveredAttack middlegame short
TFe40,2rq1r1k/pb5B/1p2p2Q/2pn4/3P4/P7/1P3PPP/R4RK1 b - - 3 20,d8f6 h7g6 h8g8 h6h7,1328,discoveredAttack discoveredCheck kingsideAttack mate mateIn2 middlegame short
DM7ip,r2qk2r/ppp3pp/4bn2/2bpQ3/3n4/1B1P4/PP3PPP/RNB1K1NR b KQkq - 0 12,d4b3 e5e6 d8e7 e6e7 e8e7 a2b3,1333,advantage exposedKing hangingPiece long opening
LGJhh,r7/2pk1pp1/p2b1q1r/8/2pp2Q1/1P1P4/1PP2PPP/R3R1K1 b - - 3 18,d7c6 g4e4 c6d7 e4a8 d6h2 g1f1,1334,crushing long middlegame skewer
ByccN,2r2rk1/2q2p1p/6p1/p1p1b1Q1/3pP3/1P1B1bP1/PB3P1P/2R1R1K1 b - - 6 25,c7d7 g5e5 d7h3 d3f1,1334,crushing hangingPiece middlegame short
P0pzY,5k2/p1qn2p1/1pp1pp2/8/3PNN2/4P3/PP5P/2K3R1 b - - 0 23,f8f7 g1g7 f7g7 f4e6 g7g6 e6c7,1335,advantage attraction deflection endgame fork long master sacrifice
TWvgp,2rqr1k1/1p3ppp/bp6/3pN3/3PNn2/1QP2P2/PP4PP/R3R1K1 b - - 6 21,d5e4 b3f7 g8h8 f7f4,1337,advantage fork middlegame short
2vlPM,3rr1k1/ppp1nppp/6q1/4P3/8/1P2PQ2/PB3PPP/2RR2K1 w - - 1 21,f3b7 d8d1 c1d1 g6c2 d1f1 c2b2,1338,advantage fork long middlegame
kOMFB,r1b1k1r1/ppp1b1p1/5q1p/3pnPN1/3Q4/8/PPP2PPP/RNB1R1K1 w q - 0 11,g5h7 e5f3 g2f3 f6d4,1340,crushing discoveredAttack opening short
NAAgS,r2q2k1/pp4pp/2n1R3/2bp3Q/4n3/2NB4/PPP2rPP/R1B3K1 w - - 0 15,c3e4 f2f5 e4c5 f5h5,1341,advantage discoveredAttack discoveredCheck middlegame short
jV47b,7k/5q1p/p1n3PQ/1p1pPp2/1P6/P7/6P1/1B5K b - - 0 44,f7g6 h6f8 g6g8 f8f6 g8g7 f6c6,1346,crushing endgame fork long
9qBvT,3k1Rr1/2p3r1/1p4qp/p2pP3/P2P4/8/1PR3P1/5QK1 b - - 2 35,g8f8 f1f8 d8d7 e5e6 g6e6 f8g7,1352,crushing deflection endgame long
feXdB,1kq5/2p5/P1Qp4/pN1P1r2/5p2/1K6/2P5/8 b - - 2 45,f5d5 a6a7,1352,advancedPawn endgame master mate mateIn1 oneMove
FIMDN,3r1r2/pbp1q2k/np4pp/4ppN1/2B4P/2Q4R/PP4P1/5RK1 b - - 3 27,h6g5 h4g5 h7g7 h3h7 g7h7 c3h3 h7g7 h3h6,1352,attraction discoveredAttack discoveredCheck mate mateIn4 middlegame sacrifice veryLong
J80Ha,6k1/pp5p/1bb3p1/3q1p2/1PQp4/P2B1P2/2P1r1PP/3R2K1 w - - 0 33,d3e2 d4d3 g1h1 d5c4,1355,crushing discoveredAttack discoveredCheck endgame interference short
XfQ4P,1r4k1/PR6/6p1/4b2p/7P/7K/6P1/8 b - - 0 48,b8b7 a7a8q b7b8 a8d5 g8h7 d5e5,1356,advancedPawn crushing endgame exposedKing fork long promotion
ZnlbR,8/5Bp1/1p3p1p/4pnk1/8/5PPR/PP1r3P/5K2 b - - 2 42,d2b2 h3h5,1357,endgame mate mateIn1 oneMove operaMate
ZvcSo,2r1r1k1/2q4p/3p1QpB/8/P1bpP1P1/7P/P4RB1/6K1 b - - 1 31,e8e6 f6f8 c8f8 f2f8,1357,mate mateIn2 middlegame operaMate sacrifice short
FJolG,r1bqk2r/pppP2bp/6p1/5pN1/2n5/4Q3/PPP2PPP/RN2K2R b KQkq - 0 12,e8d7 e3e6,1357,dovetailMate mate mateIn1 oneMove opening
UKbk6,r1b1k2r/p3bppp/2q5/4P1B1/1p4nP/3Q4/PPP1NPP1/2KR3R b kq - 2 16,g4f2 d3d8 e7d8 d1d8,1359,master mate mateIn2 middlegame operaMate sacrifice short
t3bB4,3r2k1/1R3p2/6qp/7p/p4Q2/P1P1PP2/5P2/4K3 w - - 1 33,b7b8 g6g1 e1e2 g1d1,1359,endgame mate mateIn2 short
cGNjH,r1bq1rk1/p2n1p1p/1pQ3p1/5p2/8/3P1N2/P1P1BPPP/1R2R1K1 b - - 0 18,c8b7 c6b7 d7c5 b7c6 a8c8 c6b5,1360,crushing hangingPiece long middlegame
5DuL7,3qrbk1/1p1b1p1p/4pnp1/4N3/1pP1PP2/6P1/3Q2BP/B4RK1 b - - 0 20,d7c6 d2d8 e8d8 e5c6 b7c6 a1f6,1361,advantage discoveredAttack long master middlegame
Syk1Z,r2q1rk1/1p3ppp/p4n2/2p5/P2np2P/2N3P1/1PPQPPB1/R3K2R w KQ - 0 15,e1g1 d4f3 g2f3 d8d2,1361,crushing discoveredAttack middlegame short
2fuxc,5k2/1p1B2p1/2n4b/3N4/r1K5/3P4/5P2/7R w - - 8 35,c4b5 a4a5 b5c4 c6e5 c4d4 e5d7,1363,advantage endgame fork long
HmHAY,2k5/pp1r3p/2p4q/5Q2/2Pr4/6P1/P7/4R1K1 b - - 2 37,h6d6 e1e8 c8c7 f5a5 b7b6 a5a7,1363,endgame long mate mateIn3
9T7Ju,b5k1/7p/q4pp1/1p3p2/2pP1P2/2P5/1PN2QPP/6K1 w - - 2 31,c2b4 a6a1 f2f1 a1b2,1367,advantage deflection endgame short
LzPKu,8/1bp2Q2/1p1kP2p/p2P4/2q5/8/PP4K1/5R2 w - - 2 39,e6e7 b7d5 f7d5 c4d5,1370,crushing endgame fork master short
mJI7a,2r1kb1r/1Q2nppp/R1pp4/1p6/4q3/1P5P/1PP2PP1/1NBR2K1 w k - 0 16,d1d6 e4e1 g1h2 e1e5 g2g3 e5d6,1370,advantage fork long middlegame
YyrGs,1rb2r2/2p1bppk/p7/npq1R3/2pN1B2/P5P1/1P3P1P/R2Q2K1 b - - 1 20,c5d6 e5h5 h7g8 f4d6,1370,advantage discoveredAttack master middlegame short
gcbEt,1r4k1/2p1qppp/p2rn3/1p6/4Q3/8/PPP2PPP/R1B1R1K1 b - - 4 19,d6d4 e4d4 e6d4 e1e7,1371,advantage discoveredAttack middlegame short
ogcFA,r3kb1r/pp3ppp/5p2/2Pp4/1P6/nN3K2/q4PPP/1R1Q1B1R b kq - 5 14,a2b1 f1b5 a3b5 d1b1,1371,advantage deflection middlegame short
5vDBZ,8/2k5/1p6/7p/4bp2/PP6/4KBrP/7R w - - 0 33,e2f1 g2f2 f1f2 e4h1,1371,crushing discoveredAttack endgame short
lJ1nc,4r1r1/1pp1k1pp/p7/P7/5N2/5qP1/4RP1P/5QK1 b - - 3 25,e7d8 f1d1 d8c8 e2e8 g8e8 d1f3,1372,advantage deflection discoveredAttack endgame long
Cxrss,8/8/pp3kP1/3K4/4B3/5n2/P7/8 b - - 12 56,f3e5 g6g7 f6g7 d5e5,1374,advancedPawn crushing deflection endgame short
qrMKk,r4rk1/p3Qp1p/1p2p2p/1P2P2B/3PN2P/Pn6/5Pq1/R3K2R w KQ - 0 25,h5f3 g2f3 h1g1 g8h8 e4d2 b3d2,1374,advantage fork hangingPiece long middlegame
eurTI,3qk1nr/p4ppp/1p2p2r/2b1P3/5P2/1P6/PQ1PN1PP/RN3RK1 w k - 2 17,g1h1 h6h2 h1h2 d8h4,1374,attraction kingsideAttack mate mateIn2 middlegame sacrifice short
NWLch,r5k1/ppp2p2/3p1qnp/6pQ/4R3/5N2/P1P2PKB/8 w - - 2 26,h5h6 g6f4 h2f4 f6h6,1376,crushing discoveredAttack master middlegame short
R8D08,8/p6k/2p1bn1p/8/2PQpqP1/1P3P1P/P6K/5R2 w - - 1 34,h2g2 e4f3 f1f3 f4d4,1377,crushing discoveredAttack endgame master short
OyHPn,2kr1r2/1p6/p7/R2p1b2/6P1/1P4B1/2PK2P1/4R3 b - - 0 29,f5g4 a5c5 c8d7 c5c7,1377,endgame mate mateIn2 operaMate short
fVXU3,5k1B/2pq4/p7/2Pb1n1p/8/1P4r1/P1Q2NP1/3RR1K1 w - - 0 35,c2b2 g3g2 g1f1 f5g3,1378,mate mateIn2 middlegame short
osAch,2k1r2r/p3n1q1/2p2b2/1pNp1p2/P2P1Pp1/3Q2P1/1PP1R2P/R3N1K1 w - - 1 25,a4b5 f6d4 g1h1 d4c5,1379,advantage fork middlegame short
EjQRt,2bq3r/1p3ppp/1Nk1p3/p1bp4/P2nnB2/3Q4/1P3PPP/R3KBNR w KQ - 0 17,b6c8 c5b4 e1d1 e4f2 d1c1 f2d3,1380,advantage deflection fork long middlegame
kO0Kk,7k/pp4qp/8/2pBr3/2Pp1rRQ/3P1p1K/PP1N1P2/8 b - - 0 33,e5h5 h4h5 g7g4 h5g4,1380,crushing hangingPiece middlegame short
bo32e,r4rk1/2pb2pp/ppNq1p2/3n4/2QP4/8/PP1N1PPP/2R2RK1 b - - 5 19,b6b5 c4d5 d6d5 c6e7 g8h8 e7d5,1380,advantage attraction fork long middlegame sacrifice
UslZq,6k1/6pp/1q2p3/2rpQN2/5P2/6P1/5KP1/R7 b - - 0 33,e6f5 e5e8,1381,endgame mate mateIn1 oneMove
O2qQ8,r5k1/1QBq2pp/4bn2/3p4/1N4P1/2P1P2P/1K3P2/r2R3R b - - 5 23,a1d1 b7a8 d7e8 a8e8 f6e8 h1d1,1381,crushing hangingPiece long middlegame
IMyJC,r6r/ppp3pp/3k1b2/4p3/8/2Pn2B1/PP1N1PPP/R2R2K1 b - - 4 18,d3b2 d2c4 d6e6 c4b2,1384,advantage discoveredCheck doubleCheck middlegame short
TF4Nx,r2qr1k1/ppp1bppp/3p4/3b4/8/1P4Q1/PBP2PPP/R3RBK1 b - - 1 16,e7f6 e1e8 d8e8 b2f6,1386,crushing kingsideAttack middlegame pin short
vzs9A,3k4/R3P3/7p/6p1/1p6/5B1P/PPrr2P1/6K1 b - - 0 37,d8e8 f3h5,1388,endgame mate mateIn1 oneMove
jhWu6,rn3rk1/pp3pp1/8/5P1Q/2B1pP1b/4P1qP/PP1B4/R4R1K w - - 3 23,d2e1 g3h3 h1g1 h4f2 f1f2 h3h5,1388,advantage collinearMove discoveredAttack exposedKing kingsideAttack long middlegame
7kqEn,8/p2rr3/1pN1P2p/2p2kp1/8/6P1/5P1P/4R1K1 w - - 0 37,e6d7 e7e1 g1g2 e1d1 d7d8r d1d8,1390,advantage endgame hangingPiece long
8AksD,2R5/p1p1k1pp/1pq2r2/n3Q3/8/2P5/P1P2PPP/6K1 b - - 4 27,e7f7 c8c7 c6c7 e5c7,1393,advantage endgame fork short
JjpUO,8/pR2p2r/1b3k2/5P2/P4K1P/8/7R/8 w - - 7 49,h2h3 e7e5 f5e6 h7b7,1394,advantage discoveredAttack endgame short
1JG8g,8/pp4k1/8/3p1b2/3Pr2n/1QP5/PP2K3/4R3 w - - 18 42,e2d2 h4f3 d2c1 e4e1,1394,crushing deflection endgame fork short
jbgF7,1r4k1/5q2/1r2bn1p/p2pR1p1/3P1pP1/1PP4P/2QN1P2/2K1R3 b - - 0 26,f7d7 c2g6 d7g7 g6g7 g8g7 e5e6 b6e6 e1e6,1395,advantage exposedKing fork middlegame veryLong
M9MRZ,3r1rk1/2p2p2/1pq1nQpP/8/p1Pp2P1/P7/2P2K2/3R1R2 b - - 4 32,d4d3 h6h7 g8h7 f1h1 c6h1 d1h1 h7g8 f6h8,1399,advancedPawn attraction kingsideAttack mate mateIn4 middlegame veryLong
mgjJw,4R1rk/5Qpp/1p6/5p2/3P2n1/1P4Pq/r5B1/6RK w - - 0 33,g2h3 a2h2,1400,mate mateIn1 middlegame oneMove
1EORX,r1b3k1/1p5r/4p3/p2pB3/6Bp/7P/P4PP1/2R3K1 b - - 0 31,a5a4 c1c8 a8c8 g4e6 h7f7 e6c8,1402,advantage attraction endgame exposedKing fork long
2CxHE,rn1qkb1r/ppp2pp1/3p4/4N2p/2BpP1bR/2N5/PPP2P2/R1BQK3 b Qkq - 1 10,g4d1 c4f7 e8e7 c3d5,1402,attackingF2F7 mate mateIn2 middlegame short
WLtrC,rn1q1rk1/ppp2ppp/4pnb1/4N3/1b2P3/P1NB4/1PPBQ1PP/R3K2R b KQ - 0 11,b4d6 e5g6 h7g6 e4e5 d6e5 e2e5,1404,advantage fork long middlegame
uGqZu,5rk1/p1q3pp/b3R3/6Q1/5p2/b1P5/PP3PPP/2KR4 w - - 1 26,e6a6 c7c3 c1b1 c3b2,1404,endgame mate mateIn2 pin queensideAttack short
gA03B,1rbqk2r/4bppp/pBpppn2/8/N7/4Q3/PPP2PPP/2KR1B1R b k - 3 13,d8d7 a4c5 b8b6 c5d7,1405,advantage opening short trappedPiece
eVXAV,r4rk1/pp3p1p/3b1p2/3P3q/1p1n2b1/5N2/P2NBPPP/R2QR1K1 w - - 1 15,f3d4 h5h2 g1f1 h2h1,1406,kingsideAttack mate mateIn2 middlegame short
aSAGi,1n4k1/pQ1b1pbp/6p1/4p2P/4Bqn1/5PK1/PP1PP3/RNr3NR w - - 4 16,g3g2 c1g1 h1g1 f4h2 g2f1 h2f2,1406,long mate mateIn3 middlegame sacrifice
2vhaK,r1b1kr2/pp3pQp/2pp4/2q5/2P1PP2/P1P2B2/5nPP/R1B2R1K w q - 3 18,h1g1 f2h3 g1h1 c5g1 f1g1 h3f2,1407,doubleCheck kingsideAttack long mate mateIn3 middlegame sacrifice smotheredMate
R0QMQ,6Q1/p1q3np/1pp3p1/2Pn1p2/1P2k3/2B2N1P/P4PP1/6K1 b - - 15 34,d5c3 g8c4,1409,endgame mate mateIn1 oneMove
vPrjR,6rk/6pp/p1Q5/P2p4/1P1Bp3/1BP5/3qn1PP/6RK w - - 5 33,c6d5 e2g3 h2g3 d2h6 d5h5 h6h5,1409,long mate mateIn3 middlegame sacrifice
5LHr8,8/1pp4P/3p3Q/pP2kp2/P3p3/4R1PK/8/3q4 w - - 3 50,h3h4 d1g4,1410,endgame master mate mateIn1 oneMove
HGpsG,3r4/2kr3p/p4pp1/np1bp3/8/P4P2/1PPBB1PP/2KRR3 b - - 3 22,a5c4 e2c4 b5c4 d2a5 c7c6 a5d8,1411,crushing exposedKing long middlegame skewer
yQgJO,1k1r4/1pp4Q/p1q2p1p/8/5B2/2P3P1/PP2KN1P/8 w - - 1 29,h7e7 d8e8 e7e8 c6e8,1411,crushing endgame pin short
1bbIq,4r1k1/p2q2p1/3p1p2/2pp1PnR/3P2P1/2Pb4/PP1N3Q/2K5 b - - 1 26,d7e7 h5h8 g8f7 h2h5 g7g6 h5g6,1411,kingsideAttack long mate mateIn3 middlegame
fD11Y,6k1/1Q3pp1/p3p3/5q1p/3P2nP/5NP1/PPr2PK1/4R3 w - - 1 31,e1f1 g4e3 g2g1 e3f1 b7a8 g8h7,1412,crushing endgame long pin
fPkDy,4rb2/8/R2k4/p1r3p1/Pp6/1P1B1K2/1BP5/8 b - - 9 49,c5c6 a6c6 d6c6 d3b5 c6d5 b5e8,1415,attraction crushing endgame exposedKing long skewer
Kp66e,r1b3k1/ppp3pp/2n2r2/8/2Nnp3/6P1/PP3P1P/R2QK1NR w KQ - 1 19,g1e2 d4f3 e1f1 c8h3,1415,mate mateIn2 middlegame short
boic5,r1bq1rnk/pppnpp2/3p2pp/6N1/2BPP2Q/2N4P/PPP2PP1/R3K2R b KQ - 1 13,e7e6 g5f7 f8f7 h4d8,1418,crushing deflection discoveredAttack kingsideAttack middlegame short
wNw3L,8/2N3Rk/pp1pb2p/4p3/PPP1q3/2r2n2/7Q/6RK b - - 4 40,h7h8 h2h6 e4h7 g7h7,1419,fork mate mateIn2 middlegame short
vHoVv,6k1/p4ppp/4p3/1pp1P3/n1P4P/PK2PN2/2P5/8 b - - 0 30,a7a6 c4b5 a6b5 c2c4 b5c4 b3a4,1419,crushing deflection endgame knightEndgame long
Hpc5p,2kr4/ppr5/4p1Q1/3bP3/3N1P2/P1q3P1/7P/R2R2K1 w - - 0 37,a1c1 c3e3 g1f1 c7c1 d1c1 e3c1,1420,crushing discoveredAttack long middlegame
AggCF,5r2/ppkb3r/6p1/2P3q1/2PQPpn1/3Pp2p/P3B3/R2N2RK b - - 2 30,f4f3 d4d6 c7d8 d6f8,1420,advantage fork master middlegame short
aizSo,2r3k1/pp4p1/4b1rp/2p2p1q/8/2P1B2P/PP3PBK/R1Q1R3 w - - 5 25,e3f4 g6g2 h2g2 e6d5 g2h2 h5f3,1422,attraction crushing long master middlegame sacrifice
sllAo,6k1/1R3pr1/5Q2/p1qP3R/2P3r1/P5P1/7P/6K1 w - - 1 37,f6f2 g4g3 h2g3 g7g3 g1f1 c5c4,1422,advantage endgame long pin sacrifice
AsEJ7,4r1k1/p1p2p1p/7q/3p2p1/3B2b1/2N3K1/PPP3Q1/6R1 w - - 0 26,g3g4 h6h4 g4f3 h4f4,1422,endgame mate mateIn2 short
Ba56e,2Q5/5pp1/4pk1p/4q3/5R2/6P1/5PK1/3r4 b - - 1 47,f6g6 c8c2 f7f5 c2d1,1423,advantage endgame fork short
pnUbd,8/pp1rbkpp/2p2p2/2n5/1BN5/5P1P/P5P1/4RK2 b - - 4 27,d7d4 e1e7 f7e7 b4c5 e7e6 c5d4,1423,advantage attraction endgame fork long
J1VrW,r2q2k1/1b3pbp/pp1B1np1/2pP4/2P5/5NP1/P2Q1PBP/1R4K1 w - - 1 21,d6c5 f6e4 c5b6 e4d2,1424,advantage fork middlegame short
ryvbJ,5rk1/Q5pp/2p2q2/4N2b/P2PR3/8/1r3PPP/5RK1 w - - 1 21,e5d7 f6f2 f1f2 b2b1 e4e1 b1e1 f2f1 e1f1,1425,mate mateIn4 middlegame sacrifice veryLong
6m4dz,3k3q/p1p4P/1p4KQ/3Pbp2/4B3/6P1/8/8 w - - 0 43,e4f5 h8f6 g6h5 f6f5 h6g5 f5g5,1430,crushing deflection endgame long
fmbA2,3k3r/p3R3/2p2p2/2PP4/5q2/2N4b/PP6/1K4Q1 b - - 0 40,d8e7 g1g7 e7e8 g7h8,1431,crushing endgame fork short
LUytG,r1b2rk1/ppp2ppp/2p5/2b5/2B5/2N5/PPP2PPP/R3R1K1 b - - 3 13,c8f5 e1e5 f5c2 e5c5,1432,advantage fork middlegame short
Ct5vT,r1b1r2Q/4ppk1/1qnp4/1p1n4/4P3/1p3P2/PPPQ2P1/1K1R3R b - - 0 22,e8h8 d2g5 g7f8 h1h8,1435,deflection fork mate mateIn2 middlegame short
hcbY1,r2r2k1/ppq2pp1/4p2P/2p1N1p1/3P1n2/6Q1/PPP2P2/1K1R3R b - - 2 23,f7f6 h6h7 g8h8 e5g6 f4g6 g3c7,1436,advancedPawn crushing discoveredAttack long middlegame
QFJS4,5R2/pkp5/2p3p1/8/3b2P1/5Nr1/PPP4r/3K1R2 b - - 9 30,h2f2 f3d4 f2f1 f8f1,1437,crushing endgame hangingPiece master short
9FMvX,7k/8/B6p/6p1/2P1bp2/7P/1r3bP1/3R2BK b - - 3 36,f2g3 g1d4 h8g8 d4b2,1439,crushing endgame fork master short
9lSr9,3r1rk1/ppp2ppp/2nq4/8/4N3/3P1R1P/PP1Q2P1/R6K b - - 2 21,d6d5 e4f6 g7f6 f3g3 g8h8 d2h6 d5g5 g3g5,1439,advantage kingsideAttack middlegame sacrifice veryLong
WK4Ty,r5k1/4p3/2p4p/p1QRrppq/Pp6/4B1P1/1P2PP2/3R2K1 b - - 0 30,e5d5 d1d5 c6d5 c5d5 g8h7 d5a8,1440,advantage endgame exposedKing fork long
RYZAz,r1b1kb1r/1p3ppp/p1q2n2/1Np5/5P2/P3B3/2P1PPBP/1R1QK2R b Kkq - 0 16,c6g2 b5c7 e8e7 e3c5,1440,fork interference mate mateIn2 middlegame short
Com1Z,1r4k1/p3p2p/3ppnpQ/2p4P/4P1P1/5q2/2PK4/3R3R w - - 0 23,h5g6 f6e4 d2c1 f3a3,1441,endgame mate mateIn2 short
XEgHy,4B1k1/5ppp/p4q2/P7/5r2/6P1/5P1P/2R2RK1 b - - 0 25,f4e4 c1c8 g7g5 e8c6 g8g7 c6e4,1442,advantage discoveredAttack discoveredCheck endgame long quietMove
4GKDV,3rr1k1/pp1qbpp1/3p3p/2p5/2P3n1/1P3NP1/PBQ1PPKP/3R1R2 w - - 2 18,f3e5 g4e5 b2e5 d7c6 d1d5 d6e5,1442,advantage intermezzo long middlegame pin
SGjkb,2r2rk1/1Q3ppp/p7/3R4/8/7P/q5P1/5R1K b - - 0 28,c8c2 b7f7 f8f7 d5d8 f7f8 f1f8,1444,endgame long mate mateIn3 sacrifice
AE47X,r1b2rk1/ppp2ppp/2n5/2q5/4n3/1P1B1NP1/PBPNKb1P/R2Q3R w - - 2 13,d2e4 c5e3 e2f1 c8h3,1444,balestraMate mate mateIn2 middlegame short
7EbjR,2k4r/pp6/1q5b/3P3p/7P/2r5/PP4Q1/1K1R1B1R w - - 0 31,b2b3 c3b3 a2b3 b6b3 g2b2 b3d1,1444,crushing fork long middlegame sacrifice
OV2Aa,rn1qkbnr/ppp2ppp/4p3/2P5/6b1/4PN2/PP1PB1PP/RNBQK2R b KQkq - 0 6,f8c5 d1a4 b8c6 a4g4,1446,crushing fork opening short
6lhS5,2rR1k2/p1r2qpp/1p6/nP1Q4/8/4P3/P4PPP/5RK1 b - - 8 26,f8e7 d5d6,1446,mate mateIn1 middlegame oneMove triangleMate
i9l5p,3q2k1/4pp2/4n2p/2PpQ1pP/8/2P2B2/1r1r2P1/1R2R1K1 b - - 3 36,b2b1 e1b1 e6c5 b1b8 d8b8 e5b8,1447,crushing long master middlegame pin
Q4EN9,5rk1/1p2bppp/r3p3/5b2/1n3N2/P3B1P1/1P2PPBP/2KR3R w - - 0 19,a3b4 a6a1 c1d2 e7b4,1448,intermezzo mate mateIn2 middlegame queensideAttack short
QUWdh,r1b2rk1/pp2qppp/3p4/2pN4/2B1P1n1/4Q3/PPP2PPP/R4RK1 b - - 1 12,g4e3 d5e7 g8h8 f2e3,1448,crushing hangingPiece intermezzo middlegame short
rD8fm,8/3q2k1/p2p2p1/2pPp1Q1/8/P3K3/1r3P2/7R b - - 3 30,d7f5 g5e7 f5f7 h1h7 g7h7 e7f7,1449,attraction crushing deflection endgame long pin
cEd2A,4Q3/5pkp/6q1/3r4/R4BKb/5p2/6PP/8 w - - 4 50,g4h4 d5h5,1449,endgame mate mateIn1 oneMove
vtheq,1r1qr1k1/pbp2ppp/1p1b4/1P1p4/P7/2BPPB1P/2Q2PP1/R4RK1 w - - 1 17,c2b2 d5d4 c3d4 b7f3,1449,crushing discoveredAttack middlegame short
yju7x,8/1p3Qpk/5n1p/8/7P/P2P1pP1/3r1P2/6K1 w - - 2 32,h4h5 d2d1 g1h2 f6g4 h2h3 g4f2 h3h4 d1h1,1451,endgame mate mateIn4 veryLong
Scm0d,8/6p1/1R4kp/5nP1/6K1/4r3/8/8 b - - 1 48,g6h7 g5g6 h7h8 b6b8 e3e8 b8e8,1451,endgame long mate mateIn3
27EbQ,7r/pb3pk1/1p2p1B1/8/5PQr/6RP/PP3bP1/R6K w - - 1 30,g4g5 h4h3 g3h3 h8h3,1454,mate mateIn2 middlegame pin short
OUhIb,r3k2r/1p1b1ppp/p4b2/q1P1p2Q/3pN2P/3B2P1/PP3P2/R4K1R b kq - 3 17,a5d8 e4d6 e8e7 h5f7,1454,mate mateIn2 middlegame short
Uaco6,8/4k3/4p3/3pP1p1/B6r/1P1N4/1K5p/5R2 w - - 2 47,d3f2 h4f4 a4b5 f4f2 f1f2 h2h1q,1455,advancedPawn crushing deflection endgame long promotion
mMjx8,3q1r2/3rbp1k/pp2p1p1/2p1R2p/2P4P/2B2QP1/PP3P2/4R1K1 b - - 1 28,e7f6 e5h5 h7g7 c3f6 d8f6 h5h7 g7h7 f3f6,1456,crushing deflection discoveredAttack fork master masterVsMaster middlegame veryLong
8pdiy,r5rk/pp3Rp1/2p2RQp/8/P2PP3/1KP5/4q3/8 b - - 17 36,a7a5 g6h6 g7h6 f6h6,1457,endgame mate mateIn2 sacrifice short
pz9oN,5rk1/p4pbp/1p4p1/3Q4/3PR3/1B3q2/P4P2/6K1 b - - 3 30,f8c8 e4e8 c8e8 d5f3,1457,advantage discoveredAttack endgame master short
q0ctG,rnb1kb1r/1p1ppppp/pq3n2/8/3P1B2/P1N5/1PP2PPP/R2QKBNR b KQkq - 0 6,b6b2 c3a4 b2a1 d1a1,1457,advantage opening short trappedPiece
HWjXe,2r3k1/6p1/2p2pn1/prNp4/3B1Pqp/P2Q2P1/1PP4P/1R2R2K w - - 2 32,h1g2 g6f4 g2h1 f4d3,1459,crushing middlegame pin short
SvcG8,1r3r2/1b3kp1/1p3q2/p1p4Q/5P1R/1P3P2/P5PP/4RK2 b - - 5 33,f6g6 e1e7 f7e7 h5g6,1460,crushing deflection middlegame short
SzZKN,6k1/1r2q3/1p2pp2/p5p1/4Q3/4P1P1/5PK1/7R b - - 1 33,b6b5 e4g6 e7g7 g6e8 g7f8 h1h8 g8h8 e8f8,1461,attraction crushing deflection endgame exposedKing veryLong
TfBmx,8/4k3/3R4/prp1K3/6P1/1P6/P7/8 w - - 0 46,g4g5 c5c4 d6d5 b5d5 e5d5 c4c3 d5e4 c3c2,1461,advancedPawn crushing discoveredAttack endgame rookEndgame veryLong
